ins,tw,text,location1,location2
italianunicorn,ItalianUnicorn,Wow ✈️ #ausgp #sonicboom @ Albert Park and Lake https://t.co/7MEVGWquPT,144.97,-37.846
wongymark1/,WongyMark1,The honey badger @danielricciardo on the hunt for his prey at the 2018 Australian F1 Grand Prix… https://t.co/v7QLm7MPAJ,144.97,-37.846
wongymark1/,WongyMark1,Pacific Black Duck flapping. Captured while waiting for the F1 cars to come play for practice… https://t.co/m6gN34ZVYE,144.97,-37.846
wongymark1/,WongyMark1,The honey badger @danielricciardo on the hunt for his prey at the 2018 Australian F1 Grand Prix… https://t.co/VMtpOHM6fM,144.97,-37.846
wongymark1/,WongyMark1,Risk vs Reward. valtteribottas past the limit and into the wall bringing out the red flag during… https://t.co/14o8C18stV,144.97,-37.846
italianunicorn,ItalianUnicorn,"Elevating my morning 🤸💪
#gymtime #workout #saturgay #goingdown @ Albert Park and Lake https://t.co/DNd97MgPhZ",144.97,-37.846
italianunicorn,ItalianUnicorn,Pappas little girl is a tad drowsy after her visit to the vet. Big shout out to the amazing team… https://t.co/doZIBDfqY9,144.97,-37.846
bananne_,nevershoutianne,"@m6hloka fica pela lapa pq alem de ser o &gt;point&lt; das bebida/balada/etc, tem o metro perto q eh acho umas 5 estações só pra praia",144.9711303,-37.8457717
jeka.coutinho/,jcoutinho01,"Team CagaNisso!!! 💛💚
.
.
.
.
.
.
.
.
.
#picoftheday #beach #party #neonrun #neon #friends… https://t.co/eyfilNBiqi",144.96565291,-37.84157013
joshchaffey,joshchaffey,It's good to be home. [Sep 29 2014 | Nikon D800 | Music by Chill Carrier] #Melbourne #timelapse… http://t.co/SRYsApOxHd,144.96614328,-37.84164108
matthewslodge,MatthewSLodge,"Bowling, #Melbourne !#AlbertPark #lake #city #ThePoint @ Albert Park, Melbourne https://t.co/Entsw4m77m",144.96547475,-37.84040672
MartaZeng,MartaZeng,Day 12|Week 3|Jan 15. Bright #blue #sky #sunny #day #fmsphotoaday #catchingup #nofilter @ Zuzu Cafe http://t.co/Nw6bieYQyC,144.96753,-37.83711
nafisafishi/,Nafisafishi,"Eid Mubarak, salam perantauan dari Melbourne! 💕#teamrayamelbourne @ The Consulate General Of… https://t.co/MyTEfPvB6z",144.97549,-37.83737
lukeyook,lukeyook,#JerrysMilkBar #Elwood #Melbourne @ Jerry's Milk Bar https://t.co/RxHJUuf3fk,144.97921423,-37.8770269
zaaknicholls,ZaakNicholls,"Aww aren't they just adorable. I can't wait.

Prefer to #rescue as morally right.

#AlaskanMalamute growing process: http://t.co/e7LcFYUrtq",144.978408,-37.8706717
rubyeo,RubyEO,GOT MY HEART SET ON WORKING FOR SCHNITZ OMG THE FOOD THERE IS SO FKING AMAZING I LOVE CHICKEN,144.9801927,-37.870843
rubyeo,RubyEO,Everything seems to have gone to plan... other than the fact my parents are flying back to England right now,144.980256,-37.8708302
miss_yolie,miss_yolie,"Lentil Burger get in me. Yum. (@ Lentil As Anything - @lentilasanythng in Melbourne, VIC, VIC) https://t.co/TalnyM1fnL",144.98089,-37.870285
miss_yolie,miss_yolie,"Thai green curry, yummo. @ Lentil As Anything https://t.co/J1Cvqoxk7t",144.98087243,-37.87027532
miss_yolie,miss_yolie,"Walkies! (@ St Kilda Botanical Gardens in St Kilda, VIC) https://t.co/hp8zxS7KWX",144.98408318,-37.87088987
emilykjohnston,emilykjohnston,Just punching myself in the face as you do 👊🏼 On location with 📷@stephane_s_pics &amp; 💄jaynellesmakeup @… https://t.co/y8RBMdhAKw,144.984,-37.8708
ohnobobbyo,OhNoBobbyO,"Basking in the #Melbourne sunshine with an appropriately large hat, a cut of tea and a vanilla… https://t.co/Auw1gt1oVr",144.984,-37.8708
miss_yolie,miss_yolie,Beauty and wonder so close to my new place. Love it. @ St Kilda Botanical Gardens http://t.co/Y8XpaerBxX,144.98387377,-37.8706939
nuruzzahra,nuruzzahra,💫 @ Quat Quatta https://t.co/yJPWeUEPyK,144.99654,-37.87712
leocarreiraa,leocarreiraa,“@tiorlano: @leocarreiraa @HayleyTry enjoy!!!”it was superb @tiorlano,144.99570276,-37.87670673
daniellelisterxo,DaniListerxo,@Rawrhaad do you want some Cadbury's too?,144.99007917,-37.87018892
daniellelisterxo,DaniListerxo,@max_the_ripper the greatest place on earth,144.9925724,-37.87068951
miss_yolie,miss_yolie,This guy. He's just chill. @ Veg Out Community Gardens St Kilda http://t.co/DzU6vo8QeY,144.97792911,-37.86863703
miss_yolie,miss_yolie,They're so fluffy I'm gonna die. @ Veg Out Community Gardens St Kilda http://t.co/MvdnkrGhLC,144.97792911,-37.86863703
paigelouiserussell,PaigeRussell_,Being a Tourist 🎢 @ Luna Park Melbourne https://t.co/ULGzo4leTM,144.97676573,-37.86774646
myooryel,myooryel,With Ethan makulet 😆👦 @ Luna Park Melbourne https://t.co/KjTuL93fHa,144.97676573,-37.86774646
rikarl,rikarlina,This photograph reminds me of Summer on January 2017. I miss the hot… https://t.co/VNhwzGUdOT,144.97676397,-37.86774557
tinkerbare,tinkerbare,"When you try and go karting, but they’re booked out. So you grab bikes and cycle along the Bay… https://t.co/GZoprIFtfD",144.97676397,-37.86774557
eratavs,EraTavs,"MELBOURNE | Luna Park: Halloween Edition — We Had an Incredible Time!
•
•
•
•
#whenInMelbourne… https://t.co/SB3sbxeoE8",144.97676397,-37.86774557
phob_hams/,phobsyay,"✘Two weeks in, the semester is about to start tomorrow 🙃 Let's hope the workload isn't gonna… https://t.co/ZYV2b5PdfJ",144.97676397,-37.86774557
elceeem/,el_cee_em,Look at me I'm potato @ Luna Park Melbourne https://t.co/5GZe8mzOFq,144.97676397,-37.86774557
wongagrapher/,Chris_Wongster,Postmodern Jukebox was absolutely incredible last night! Thank you so much for taking us with… https://t.co/3KtWufHLCE,144.97630044,-37.86743429
watashiwa_james_desu/,DrDillamond,How much can you love someone @ Palais Theatre https://t.co/hFMSPmUru8,144.97630044,-37.86743429
watashiwa_james_desu/,DrDillamond,#msostarwars @ Palais Theatre https://t.co/x9OwlLO5Wb,144.97630044,-37.86743429
watashiwa_james_desu/,DrDillamond,#msostarwars @ Palais Theatre https://t.co/6J8jWKH2DJ,144.97630044,-37.86743429
73trav,trav73,"#AnEveningWithKevinSmith at #PalaisTheatre #melbourne 
@thatKevinSmith #JasonMewes @ Palais Theatre https://t.co/7Kc1lxyDdm",144.97632765,-37.86741936
demeyxxxx,demeymaconachie,Rehearsals got us like @ Palais Theatre https://t.co/vjC8eE4H0r,144.97632765,-37.86741936
arjgiese,ArjGiese,"Photo 003/366. 
Is everybody ready to Polka???
Weird Al time @ Palais Theatre https://t.co/vVMQYFK79e",144.97632765,-37.86741936
carlieerenae,carlierenae,"Last night was incredible, I can't believe I finally got to see her perform. #halsey… https://t.co/Waw4sR7lBp",144.97632765,-37.86741936
caitymareek,idknxgget,#crowdgoals ✨ @halsey @ Palais Theatre https://t.co/8E1EGNkpLP,144.97632765,-37.86741936
tatereid,TateReid,"✋ melt my happiness, some kinda f*cked up mess ✋ @ Palais Theatre https://t.co/T7AjkQ1nrN",144.97632915,-37.86741918
adhsyaya,_adhsyaya,"Funnnnn (@ Luna Park in St Kilda, VIC w/ @marzukikamal) https://t.co/rRJZRfUMvG",144.9767531,-37.86713812
madeleineannie,madeleineannie,"You either die a hero, or you live long enough to see yourself become the villain 💀🎭🔫🕸🎃🖤… https://t.co/Y5TesKBj17",144.97683048,-37.86728186
katiemollison,katiemollison,Cabt even deal with my snapchat convo with Amy right now 😂,144.97783103,-37.86811176
kimpossiblemara,kimpossiblemara,"Melbourne just keeps getting better and better. ❤️ @ St Kilda, Victoria https://t.co/lKBU5TqbRn",144.978,-37.8673
roguedemoness/,roguedemoness_,Who else is ecstatic for #Ritual by inthismomentofficial! I can't wait! Their last album… https://t.co/isNSHFhKhU,144.978,-37.8673
roguedemoness/,roguedemoness_,My little boy is not feeling well. He had a very bad night on Thursday and I thought I was going… https://t.co/JFPT5cfAXh,144.978,-37.8673
roguecatness/,roguecatness,"Here are a couple of fan art drawings, that I finished a few weeks ago. #art #fanart #drawing… https://t.co/pAQOWcw81F",144.978,-37.8673
roguecatness/,roguecatness,"Immortal was the first black metal band that I fell for. Their lyrics, the drumming and Abbath's… https://t.co/3SOBdSKUsP",144.978,-37.8673
roguecatness/,roguecatness,"Not sure where the post went, but anyway; just some fan art that I did a few weeks ago. I have… https://t.co/ENfau3s5xW",144.978,-37.8673
roguecatness/,roguecatness,Bought another #Bathory album to add to my collection. 🖤these guys! 🤘🏻#music #metal #blackmetal… https://t.co/GG9d49XrLO,144.978,-37.8673
Evangeline.Cachinero,gelineeweenie,"Person in puff neck. 2017 @ St Kilda, Victoria https://t.co/3yORaULi7u",144.978,-37.8673
rogueblackcat/,rogueblackcat,"Some fan art that I drew awhile ago. #pikachu #mickeymouse @ St Kilda, Victoria https://t.co/cMhiwhr3u7",144.978,-37.8673
emmalouise_miller/,emma___miller,"It's cold outside, I'm procrastinating too much and trying to decide what to blog about next!… https://t.co/ClwjuwMGs2",144.978,-37.8673
emmalouise_miller/,emma___miller,"...Monday tomorrow, try to keep the #goodvibes • via wax_in_the_woods • #sundayfunday… https://t.co/RyNsijCYpx",144.978,-37.8673
juliexjapan,juliexjapan,I’m craving for some good shoyu ramen. What’s your craving today?🍜 Pictured: No 18 Ramen can be… https://t.co/9Z0nNtZgWO,144.978,-37.8673
raouf_as,raouf_as,#hdrphotographer #canon #naturelovers #nature #nature_perfection #naturephotography… https://t.co/n50w8MUfbn,144.978,-37.8673
eratavs,EraTavs,"MELBOURNE | Lost For Words 🌅🌔
•
•
•
•
#whenInMelbourne #exploringaustralia #locationindependent… https://t.co/OApRDyS0Uz",144.978,-37.8673
eratavs,EraTavs,"MELBOURNE | Weekend Mood: Wishing You A Incredible One 🍻
•
•
•
•
#whenInMelbourne… https://t.co/IvJLBEumm0",144.978,-37.8673
angylinagzayn,angylinagzayn,"Every time I read a new book, I feel like, I am with the author, I feel like they are speaking… https://t.co/dtlLzo3OHt",144.978,-37.8673
angylinagzayn,angylinagzayn,"I am celebrating today with an open heart. Looking back at my accomplishments the past few days,… https://t.co/gZeEBKnyh6",144.978,-37.8673
azrulightoz,azrulightozZz,🛥🛳🚤⛵ #photographer #photography #vsco #vscocam #vscodaily #instadaily #igers #igersdaily #nikon… https://t.co/wFsThcnoQd,144.978,-37.8673
azrulightoz,azrulightozZz,"#1 Seagulls

#photographer #photography #vsco #vscocam #vscodaily #instadaily #igers #igersdaily… https://t.co/5O52Y7JJ5E",144.978,-37.8673
azrulightoz,azrulightozZz,"#2 Seagulls

#photographer #photography #vsco #vscocam #vscodaily #instadaily #igers #igersdaily… https://t.co/DQ9hcifmIi",144.978,-37.8673
angylinagzayn,angylinagzayn,To Do List: Go into a crowded elevator and say:  ”I bet you're all wondering why I gathered you… https://t.co/HdbNBjDblI,144.978,-37.8673
angylinagzayn,angylinagzayn,"Joy is choice not an outcome 💙
#joyishere #joyiscoming #joyisachoice #powerisback #actorstyle… https://t.co/DQJ6oTFDAm",144.978,-37.8673
angylinagzayn,angylinagzayn,The light in my soul seeks “No More Drama” ✨💛 #lightinterior #lightinmyeyes #soullight… https://t.co/IZNAxHi0YI,144.978,-37.8673
angylinagzayn,angylinagzayn,"A N O T H E R    O N E ♥️ @ St Kilda, Victoria https://t.co/w3SJmcNwKs",144.978,-37.8673
emmalouise_miller/,emma___miller,"🎉🌸🌺#internationalwomensday #pressforprogress #iwd2018 @ St Kilda, Victoria https://t.co/oBmZMO0mnD",144.978,-37.8673
sarah_pendlebury/?hl=en,__Miss_Sarah__,"• true friends are never apart, maybe in distance, but never in heart ❤️ •

#love #friends… https://t.co/tBw0khvUoA",144.9804,-37.8695499
miss_yolie,miss_yolie,"Hang outs with the lady 😍 (@ Abbey Road Cafe &amp; Bar in St Kilda, VIC) https://t.co/P3bZI5rwRm",144.979752,-37.868526
thomteixeira,tom_xd,"Sweet Sunset! ☀️ @ Saint Kilda Beach, Melbourne http://t.co/fTqUgwiIWj",144.97854104,-37.86738133
luandamelo1,Luandaaaa,"Just posted a photo @ Saint Kilda Beach, Melbourne http://t.co/bQOiWAGk1J",144.97844924,-37.86722956
madhatter10six,MadHatter10six,"First drink in a month!! Getting ready for #Digweed #Moet #Chandon #Friday @ St. Kilda, Melbourne,… http://t.co/XTbpofpNh0",144.98001458,-37.86721813
pdt01/,pdt01,#melbourne there's a #storm coming #thunder #lightning @ Albert Park Melbourne F1 Circuit https://t.co/FXAhQZvsOa,144.9801428,-37.86724634
katiemollison,katiemollison,"Seeing my loves, front row and centre! karinajadee ☺️💕🎶 #angusandjuliastone #concert #palaistheatre… http://t.co/9cb133pxeP",144.9764856,-37.86710483
andytuna,andytuna,At the #Palais #StKilda for Damon Albarn @ Palais Theatre http://t.co/nNJzGr04kh,144.9764856,-37.86710483
misskittycharms,misskittycharms,Still managed to peace and pout on a rollercoaster 😗✌ #posegamestrong I forced tomm0509 to hold me in… http://t.co/UighkHfFyx,144.97692373,-37.86709809
pillpalace,PILLPALACE,st. kilda beach https://t.co/qMutf9NmqQ,144.9767704,-37.8668648
rubyeo,RubyEO,Stoked to go travelling next week. Jaysus it's been too long,144.9782298,-37.8666951
rubyeo,RubyEO,Happy 7 months @LucyJaneCanty 😘 #thebig7months,144.9781362,-37.8665648
rubyeo,RubyEO,"Down dodgy roads, I always walk like I shit myself so I don't get raped",144.976936,-37.8652539
rubyeo,RubyEO,"I may have fetched @RitaOragasm beer 👎 but she's now in the kitchen where she should be cooking for me 👍 ""coz I can"" my arse",144.9772839,-37.8656259
rubyeo,RubyEO,Starting work at 11pm means all day in the sun and still get to make the dolla &amp; at after midnight wage 👌,144.977121,-37.8655666
rubyeo,RubyEO,Didn't mean to slap my girlfriend bum as hard as I did... http://t.co/EHhmqVg8fB,144.9771561,-37.8655005
rubyeo,RubyEO,My boss is dishing out the sack atm... turn on mrs Arse lick.,144.9771951,-37.8655366
rubyeo,RubyEO,@Jbirdbird12 @daniellehoward2 cuties,144.9772105,-37.8655288
rubyeo,RubyEO,@zlkavanagh06 aw haha 🙈,144.9772317,-37.8655506
rubyeo,RubyEO,I'm a jammy bugger... woke up drunkenly too late for my trial which my parents would have killed me for lolz but its okai got anuva one 😀,144.9772684,-37.8655764
rubyeo,RubyEO,"Beyoncé is at James Bond island @SarahLouOsborn @about_a_sister 

We basically met her as we were NEAR there months ago. ✌ #basically",144.9773008,-37.8655632
rubyeo,RubyEO,@ElleMaySimpson or 2 men. Bit of a weird awkward house,144.9772833,-37.8655312
rubyeo,RubyEO,Why is it when I'm listening to a gay song my headphones decided to disconnect from my phone,144.9772658,-37.8654789
rubyeo,RubyEO,@OxyInnes someones growded up ✊,144.9773079,-37.8656408
rubyeo,RubyEO,"""@UberFacts: You can get pregnant while being pregnant.""

Omg I was thinking about this earlier. So weird",144.977357,-37.8656471
rubyeo,RubyEO,Long old shift,144.9773165,-37.865607
rubyeo,RubyEO,Some people need to get their heads of their ass ✋ knob'ed,144.9773093,-37.8655907
rubyeo,RubyEO,I LOVE DRUNK MCDONALDS,144.9773162,-37.8655894
rubyeo,RubyEO,@SteveHanstock @naomipurvis 10000%,144.9773504,-37.8656233
rubyeo,RubyEO,Socks can make or break your outfit,144.9773737,-37.865622
rubyeo,RubyEO,HBDB @Beyonce 🎪,144.9773574,-37.8656002
rubyeo,RubyEO,Finish work early to save work money. End up staying in work till pissed as a fart giving them muny,144.9773458,-37.8655862
rubyeo,RubyEO,#YeezusTourMelbourne,144.9774509,-37.8656318
rubyeo,RubyEO,#nofilter http://t.co/2qzFXxkBV0,144.9774132,-37.8655883
rubyeo,RubyEO,Dad and Lucy http://t.co/atqyK5vJPl,144.9774662,-37.8656039
rubyeo,RubyEO,Nailed my trial shift. Full time worker at Abbey Road 👦👦👦👦 http://t.co/SJeaKo2pkL,144.9773374,-37.8655678
rubyeo,RubyEO,God I'm so shit at replying and wondering why no one messages me 😂,144.9773437,-37.8655671
rubyeo,RubyEO,"Talking to my housemates about @Jbirdbird12 

""Min can lick her Min, I mean elbow!""",144.977382,-37.8655632
rubyeo,RubyEO,@naomipurvis gay,144.9773848,-37.8655643
rubyeo,RubyEO,@SteveHanstock 11th Feb mate!,144.9773794,-37.8655511
rubyeo,RubyEO,This is heartbreaking http://t.co/awbuetMMkI,144.9773882,-37.8655501
rubyeo,RubyEO,@RitaOragasm YEAH WE DO,144.9773771,-37.8655454
rubyeo,RubyEO,Proud of my little muffin @yelyahwills 😛 miss ya bbz,144.9773495,-37.8655372
rubyeo,RubyEO,Jessie J's album is THE ONE DOE,144.9773642,-37.8655358
rubyeo,RubyEO,@RubyRose FLOWWWLESSS,144.9773563,-37.8655308
rubyeo,RubyEO,I am not well.,144.977378,-37.8655297
rubyeo,RubyEO,Right not being funny but just wanna let you guys know ily @naomipurvis @SarahLouOsborn @c_dog_swag @Jbirdbird12 @yelyahwills @RamosHonor,144.9773962,-37.8655603
rubyeo,RubyEO,@yelyahwills 😘😘😘,144.9774055,-37.8655635
rubyeo,RubyEO,@ElleMaySimpson stop coming back with good fun house people when I know we're gonna end up with mental russians or something.,144.9774032,-37.8655579
rubyeo,RubyEO,So lucky to be @LucyJaneCanty's chosen 1 🙌,144.9774256,-37.8655497
rubyeo,RubyEO,Mmmm love lucy more than life buut there ain't nothing better than bed to yourself sometimes HOOMAGAD,144.9774462,-37.8655591
rubyeo,RubyEO,An unplanned date day has resulted into 2 smashed lesbians eating chicken watching top gear. And we went on a roller coaster today 😊,144.9774336,-37.8655396
rubyeo,RubyEO,@HarrietDriver I would if I had the iPhone 6,144.9774336,-37.8655396
rubyeo,RubyEO,Never known someone to be so vain and have zero personality,144.9774646,-37.8655408
rubyeo,RubyEO,Between both of us me and Lucy just counted all our hard earned tips ;) and they've all come to a trip to paris and rome. 😍😍😍,144.9773927,-37.8655308
rubyeo,RubyEO,"Jodie Marsh is justtt 👌

So many people will disagree. Not ashamed",144.9774368,-37.8655182
rubyeo,RubyEO,Another banger from Pete http://t.co/yT6TFwwasG,144.9774538,-37.8655333
rubyeo,RubyEO,@KellyOsbourne @RubyRose #timtam,144.9774677,-37.8655194
rubyeo,RubyEO,@AlphaDeltaLemur that's when I'll be back.. Feb,144.9774489,-37.8655107
rubyeo,RubyEO,"""3 lesbians are looking for 2 room mates in st kilda."" Isn't very advertising. Anyone wanna move in with us asap that'd be great 👍",144.9773894,-37.865491
rubyeo,RubyEO,@rosiemacleod @yelyahwills been sick all day from a hefty hangover. SONDAY FONDAY,144.977466,-37.8654751
rubyeo,RubyEO,Nothing more I love than catch ups of the day with my bestest friend @LucyJaneCanty ✌✌✌✌✌,144.9775044,-37.8655426
rubyeo,RubyEO,Like I love my girlfriend but from my social media point of view you may think I'm obsessed with her. Lol I am,144.9775111,-37.8655461
rubyeo,RubyEO,I absolutely love Friends nearly more than anything in this world. It's up there with Mums and stuff,144.9775323,-37.8655498
rubyeo,RubyEO,Best place to ski in NZ?,144.9775325,-37.8655462
rubyeo,RubyEO,Date night has resulted into me eating out with my pals and Lucy eating out with hers. Meeting up then grocery shopping ❤👍😁,144.9774919,-37.8655353
rubyeo,RubyEO,After 10 months in Australia I'm having my FIRST spider issue,144.9774907,-37.86553
rubyeo,RubyEO,"@AlphaDeltaLemur doing Great ocean road, driving to Adelaide via GOR heading to Port Lincoln to shark dive then to Sydney to fly to LDN ✌",144.9775109,-37.8655295
rubyeo,RubyEO,@AlphaDeltaLemur aw yeah you do miss me! Crums!!,144.9775109,-37.8655295
rubyeo,RubyEO,My life is better than your holiday,144.9775083,-37.8655266
rubyeo,RubyEO,Steals money from her housemates then runs home to mummy and daddy after a whole year cooking pizza. Good luck babe,144.9775094,-37.8655172
rubyeo,RubyEO,Love the love me and @dannab_xo share xx http://t.co/sF6px2WzUN,144.9774772,-37.865516
rubyeo,RubyEO,@xlauraelizabeth just as leave! Jaysus!!!,144.9775289,-37.8655349
rubyeo,RubyEO,@rhxcx 🙈,144.9775258,-37.8655251
rubyeo,RubyEO,Just saw my housemates fuck buddies willy. It was so awkward and hilarious,144.9775276,-37.8655071
rubyeo,RubyEO,GETTING MY HAIR DONE SATURDAY. COME AT ME BLONDEY,144.9775446,-37.8655072
rubyeo,RubyEO,@AlphaDeltaLemur nothing really to avoid.. its a cool place. St Kilda is my favourite place though. It's like Brighton,144.9775545,-37.8655113
rubyeo,RubyEO,Awayeyr http://t.co/fj5GLgwW1l,144.977548,-37.8655007
rubyeo,RubyEO,Missing my 2 ladies @naomipurvis &amp; @SarahLouOsborn xxx,144.9774975,-37.8654945
rubyeo,RubyEO,1 year ago I booked my flights to Australia. What a year it's been. Best one ever ❤,144.977504,-37.8654866
rubyeo,RubyEO,Hello http://t.co/3V1HdpLTiN,144.9775601,-37.865462
rubyeo,RubyEO,@SteveHanstock nope all cash in hand,144.977594,-37.8654579
rubyeo,RubyEO,@SteveHanstock I didnt do anything. I gave them my notice so they sacked me. Weird,144.9776215,-37.8654654
cleowho,cokencigarettes,"""when you miss me
close your eyes,
I may be far, but never gone
when you fall asleep tonight
just… https://t.co/u2KTPBvc4d",144.97996977,-37.86709318
scarlettdellow,scarlettdellow,@sambdrumz if you go to next later we'll venture out and hang :-),144.98116426,-37.86833288
rubyeo,RubyEO,House party at mine 21st of January guys. Fly out.,144.9816464,-37.8671165
rubyeo,RubyEO,If I get mugged now im fucked lol. Rich girl lol x,144.9818221,-37.8649432
wadadadadai.624,happylife0624,Big improvement. @ Junkyard https://t.co/LhrZqHRPzY,144.98314,-37.86441
lydiamustafar/,LydiaMustafar,"Ini namanya Tim Tam
Semasa di Australia dulu, boleh dikatakan ni… https://t.co/lpXZxCE2vh",144.98543366,-37.86550385
madhatter10six,MadHatter10six,Happy Birthday To My Favourite One Year Old (Or Is She Seven?) 🎂🐶 #DogYears #Bulldog #dogsofinstagram… https://t.co/KWMKpC2lEX,144.98550344,-37.86542139
rubyeo,RubyEO,"Debating whether I've eaten too much or if I should get a take away...

What ya think @LucyJaneCanty ?",144.9789214,-37.8633525
rubyeo,RubyEO,"L U N C H - prawns, salad and sailor jerry's http://t.co/g085pO91yG",144.9789391,-37.8633296
elvaldemort,elvaldemort,Remember when Play had an AFL/Sports theme? Yeah the closest costume I had was Slytherin 😂… https://t.co/ITO738D1qx,144.977,-37.8603
zarlibrahim,MeraNaamZarl,@zrwtlhnni_ Haha. Dia suruh follow je. Nak malu malu pkul satni.,144.97688189,-37.86018764
roguedemoness/,roguedemoness_,One of my favourite places to photograph. They are so peaceful. #art #creativity #photography https://t.co/XQxMHIK6U5,144.97655333,-37.85962167
rubyeo,RubyEO,"Sit down, drank 🍸",144.97601,-37.8595294
rubyeo,RubyEO,I absolutely adore my girl,144.976081,-37.8592574
iggyhadzi,Hadziomerovic12,The homies ✊🏼 #allllove #dayones @ The George Snakepit https://t.co/eYK996is81,144.9778103,-37.859783
italianunicorn,ItalianUnicorn,"Could not be prouder or inspired by my team at Mindshare. Today was a celebration of hard work,… https://t.co/xzv2cU3vPz",144.97824,-37.85893
eratavs,EraTavs,MELBOURNE 🔘 We’re #Stoked To Be Here as a #Family — You Could Spend Countless Hours in This… https://t.co/uSYlNGCMP1,144.97985,-37.86149
_rach3l._,xRachelJasminex,"Just posted a photo @ The Twelve Apostles, Great Ocean Road, Victoria https://t.co/vaEctJlx1U",144.97985,-37.86149
rubyeo,RubyEO,"$100.70c tip. I'll take that, especially the 70 cents. #dollabillz",144.9817784,-37.8643034
rubyeo,RubyEO,"This swedish girl I work with got blind wasted tonight and promised that I'd be the lesbian godmother of her children, when she has them.",144.9817784,-37.8643034
elaineng96,ElaineNg96,"I'm at St Kilda - @visitstkilda in St. Kilda, Melbourne, VIC, VIC https://t.co/I2G2pXT3mO",144.98157263,-37.86367367
rubyeo,RubyEO,day shifts are sad because its all girls in and the boys in the evening aren't here for me to tell them about my toilet experiences,144.9839872,-37.8635862
theburgerguy/,theburgerguy12,"After quite possibly the toughest week of my adult life, I needed time to clear my thoughts, and… https://t.co/Bvzh7uwmjJ",144.9856,-37.86309
dannyross_artist,DannyRossArtist,http://t.co/f3vhFFgukA even #abbas from #Fatah thinks #hamas behaviour hopeless. How does anyone support #hamas in the #gaza strip?,144.9865006,-37.8630676
l_x_,L_X_Jones,Wish I could always be here... Maybe then I'd have a tan🌞 #torquay #torquaydreaming #summer #beach… https://t.co/1cBv9Bkt1P,144.98510066,-37.86211444
SarahCMendoza,SarahCMendoza,On one hot summer day #bromance 😂🌞🌞🌞 #beachbum #sandeverywhere @ Torquay Surf Beach https://t.co/3oyTOjJCJP,144.98510066,-37.86211444
dannyross_artist,DannyRossArtist,#antiisrael &amp; #antizionist are the new #antisemitic - http://t.co/w8A2CFZ1eH #gaza #palestine #BDS #icc4israel #russellbrand #georgegalloway,144.9862902,-37.862961
dannyross_artist,DannyRossArtist,@DebinskiHenry @KenRoth @M_Ignatieff #kennethroth is just #antisemitic or as his kind call it in 2014 - #antiisrael or #antizionist #israel,144.9863514,-37.86295
dannyross_artist,DannyRossArtist,@KenRoth Oooh so prickly so angry. #Hamas should just be investigated instead.#Islamic militantancy is 2014's #evil not #Israel #hrw #icc,144.9863801,-37.8628973
dannyross_artist,DannyRossArtist,#Palestine #oakland #blocktheboat #bds #un #UNGA #Netanyahu #hrw #hamas #gaza #icc #palestine #mediafail #islam http://t.co/YQSHs19hDI,144.9864184,-37.8629418
dannyross_artist,DannyRossArtist,http://t.co/nwZFkYEtCg FAKE #palestinian #gaza victim photos! #gaza #bds #BDSMovement #icc4israel #stoptheboat #boycottisrael #palestine,144.9865377,-37.8629233
dannyross_artist,DannyRossArtist,@JosephIsVegan @MaxBlumenthal @RaniaKhalek so #antisemites are brilliant now? Lol #Nazis thought they were too) #Hitler would be happy.,144.986502,-37.8616964
angylinagzayn,angylinagzayn,"The reason why I’m so obsessed, determined, intense, exuberant, confident, independent, because… https://t.co/cWO6tP2dWd",144.98409773,-37.86049407
dannyross_artist,DannyRossArtist,http://t.co/i448fmt5r8 #Palestine was never a real county. #israelis are not colonial alien invaders. #Blocktheboat #unga #hrw #Hamas #gaza,144.9857996,-37.8614598
dannyross_artist,DannyRossArtist,"@rbassilian @JonBanquer @gary_weiss @haaretzcom funny sounds lime the left in NZ &amp; A US as well, they need to grow,  develop, move on",144.986512,-37.8615741
sleepslashresolution,therealajordan,Andy. @ Jewish Museum of Australia http://t.co/noIquZB53w,144.98543086,-37.86047563
andytuna,andytuna,#stkilda town hall @ St Kilda Town Hall https://t.co/9jFUapB0G3,144.98795,-37.86864
ouleng/,Ouleng,Live like a local 🙋🏻‍♂️ @ City Of Port Phillip https://t.co/k1PaPjOxgA,144.98878241,-37.8685523
westelmchadstone,MalkieFretz,#Regram from last nights shenanigans w/ @kristianzorino &amp; @luckyfellow28 pre-kebab @ GH Hotel https://t.co/ofH4oQAg8u,144.9869232,-37.8683243
hashtagtheboys,hashtagtheboys,#theboys with #teamGH! It's a pleasure working with these guys!! Big love 💜💛💚 #ghhotel @ GH Hotel https://t.co/jlpzU0tnFa,144.9869232,-37.8683243
marcelfarias,fsmarcel,Trying! #chuggedit @ GH Hotel http://t.co/YYbKjc0tvs,144.98679809,-37.86805318
FRANKY_PANTS,Liv_FrankyPants,lisa_d_poledancer amazing as always. @ GH Hotel http://t.co/hxaz71BLYT,144.98679809,-37.86805318
blackhawk364,blackhawk364,"Long queue for state elections (@ St Kilda Town Hall in St Kilda, VIC) https://t.co/cgjNT1Eqvn http://t.co/ozXcPGdIyP",144.98877827,-37.86848629
jack_haig,jackhaig93,After fracturing my elbow yesterday in the @CadelRoadRace instead of preparing for the Herald Sun… http://t.co/JbYeSm3S1d,144.99016789,-37.86909067
